Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2022-08-27,47,TN,47037,Davidson County,138096,556048,2565981,715057,568794,331107,445040,372957,75352,24915,22790,5989,3980,47-47037-20220827,34,8
County,2022-07-31,47,TN,47037,Davidson County,140806,553338,2254235,577158,540656,302556,387176,328206,64750,24537,19180,5873,4143,47-47037-20220731,31,7
County,2022-08-01,47,TN,47037,Davidson County,136182,557962,2631885,754275,589989,344325,451253,373199,68780,23820,17167,5110,3967,47-47037-20220801,31,8
County,2022-08-02,47,TN,47037,Davidson County,134493,559651,2691051,778559,596764,343090,461100,384639,72798,24716,19367,5846,4172,47-47037-20220802,31,8
County,2022-08-03,47,TN,47037,Davidson County,132964,561180,2841025,849907,626539,356737,475979,400161,76350,25958,19157,5922,4315,47-47037-20220803,31,8
County,2022-08-04,47,TN,47037,Davidson County,140451,553693,2481317,653498,569313,311825,437113,381988,74637,24475,19174,5357,3937,47-47037-20220804,31,8
County,2022-08-05,47,TN,47037,Davidson County,141015,553129,2588542,672156,567299,341651,470344,402410,78191,26797,20051,5684,3959,47-47037-20220805,31,8
County,2022-08-06,47,TN,47037,Davidson County,139066,555078,2701426,782007,601532,351334,455201,378246,76465,26447,20341,5786,4067,47-47037-20220806,31,8
County,2022-09-04,47,TN,47037,Davidson County,140875,553269,2632206,743159,595085,350206,452815,364539,71032,23407,22275,5819,3869,47-47037-20220904,36,9
County,2022-09-05,47,TN,47037,Davidson County,144844,549300,2479680,664819,551039,329648,441626,376561,67699,21740,17715,5180,3653,47-47037-20220905,36,9
County,2022-09-06,47,TN,47037,Davidson County,144772,549372,2468728,753344,566827,321398,400211,321547,61048,18882,17390,4754,3327,47-47037-20220906,36,9
County,2022-09-07,47,TN,47037,Davidson County,140279,553865,2497391,723059,570059,329027,422927,338238,63252,21046,20396,5550,3837,47-47037-20220907,36,9
County,2022-09-08,47,TN,47037,Davidson County,131022,563122,2955314,859201,644860,378732,508933,435016,76849,23048,18952,5690,4033,47-47037-20220908,36,9
County,2022-09-09,47,TN,47037,Davidson County,130290,563854,2970136,851421,646253,378196,517533,444134,76691,25211,20702,5879,4116,47-47037-20220909,36,9
County,2022-09-10,47,TN,47037,Davidson County,129679,564465,3033607,918770,681416,386006,498312,413870,77842,24914,22204,6203,4070,47-47037-20220910,36,9
County,2022-09-11,47,TN,47037,Davidson County,143834,550310,2850631,836204,643257,377520,481796,381641,72358,23915,23169,6411,4360,47-47037-20220911,37,9
County,2022-09-12,47,TN,47037,Davidson County,139870,554274,2948563,861814,654942,377960,504409,419209,75833,23891,20186,6177,4142,47-47037-20220912,37,9
County,2022-09-13,47,TN,47037,Davidson County,139356,554788,2957514,845582,653473,380127,509845,437986,75861,23593,20583,6379,4085,47-47037-20220913,37,9
County,2022-09-14,47,TN,47037,Davidson County,135446,558698,3106025,924634,681252,394762,530491,442856,78202,23085,20680,6018,4045,47-47037-20220914,37,9
County,2022-09-15,47,TN,47037,Davidson County,139492,554652,2977481,877232,650277,377755,506360,435934,75535,22674,21139,6472,4103,47-47037-20220915,37,9
County,2022-09-16,47,TN,47037,Davidson County,138797,555347,2901018,831196,646149,367770,500256,424519,75658,24650,21075,5864,3881,47-47037-20220916,37,9
County,2022-09-17,47,TN,47037,Davidson County,140091,554053,2906375,857697,645678,370392,484648,411560,76672,26426,22581,6462,4259,47-47037-20220917,37,9
County,2022-09-18,47,TN,47037,Davidson County,145545,548599,2548739,740679,585038,338196,426160,340060,65907,22005,21032,5863,3799,47-47037-20220918,38,9
County,2022-09-19,47,TN,47037,Davidson County,142562,551582,2592036,765657,590341,333700,430016,361889,62548,20398,18710,5211,3566,47-47037-20220919,38,9
County,2022-09-20,47,TN,47037,Davidson County,135558,558586,2646526,777455,602188,344247,445592,361946,67382,20238,18940,4993,3545,47-47037-20220920,38,9
County,2022-09-21,47,TN,47037,Davidson County,138520,555624,2798381,817795,632451,358124,470958,391283,71939,23322,22634,5941,3934,47-47037-20220921,38,9
County,2022-09-22,47,TN,47037,Davidson County,135908,558236,2921088,896287,662150,365072,474508,394028,72055,23813,23216,6030,3929,47-47037-20220922,38,9
County,2022-09-23,47,TN,47037,Davidson County,140701,553443,2711344,789507,615564,351734,451746,373195,72006,24746,23176,5784,3886,47-47037-20220923,38,9
County,2022-09-24,47,TN,47037,Davidson County,146151,547993,2492205,684505,565910,325141,425034,357890,74586,26939,22574,5926,3700,47-47037-20220924,38,9
County,2022-08-28,47,TN,47037,Davidson County,143129,551015,2611146,709578,598429,348801,455964,372038,70595,25089,21034,5775,3843,47-47037-20220828,35,8
County,2022-08-29,47,TN,47037,Davidson County,134235,559909,2818221,816810,618362,356849,482036,416174,75114,22578,20853,5683,3762,47-47037-20220829,35,8
County,2022-08-30,47,TN,47037,Davidson County,138055,556089,2634041,717924,580716,340862,463487,405279,73901,22308,20438,5494,3632,47-47037-20220830,35,8
County,2022-08-31,47,TN,47037,Davidson County,133544,560600,2714975,755533,603618,349189,474568,404166,76252,22427,20125,5620,3477,47-47037-20220831,35,8
County,2022-09-01,47,TN,47037,Davidson County,134353,559791,2740778,776296,597033,347934,474743,412702,76824,24131,21697,5622,3796,47-47037-20220901,35,9
County,2022-09-02,47,TN,47037,Davidson County,133607,560537,2692177,766839,600142,342441,461629,389737,75335,24575,21771,5868,3840,47-47037-20220902,35,9
County,2022-09-03,47,TN,47037,Davidson County,136517,557627,2640608,750277,588764,342586,446358,377466,75709,25868,23250,6241,4089,47-47037-20220903,35,9
County,2022-09-25,47,TN,47037,Davidson County,149793,544351,2446574,682253,559708,318953,419330,343883,66106,24480,22371,5771,3719,47-47037-20220925,39,9
County,2022-09-26,47,TN,47037,Davidson County,147296,546848,2623191,776073,592635,334526,435091,363722,67097,23291,21677,5499,3580,47-47037-20220926,39,9
County,2022-09-27,47,TN,47037,Davidson County,142706,551438,2586781,759991,584294,328600,431728,361822,67297,23506,20620,5345,3578,47-47037-20220927,39,9
County,2022-09-28,47,TN,47037,Davidson County,143376,550768,2632577,729657,583020,343019,459074,392455,73787,24334,18920,5018,3293,47-47037-20220928,39,9
County,2022-09-29,47,TN,47037,Davidson County,136848,557296,2850199,866297,627245,349417,472689,400216,76981,25746,21800,5925,3883,47-47037-20220929,39,9
County,2022-09-30,47,TN,47037,Davidson County,131381,562763,3079654,969401,691435,380230,494624,405802,77162,26024,24331,6516,4129,47-47037-20220930,39,9
County,2022-10-01,47,TN,47037,Davidson County,141557,552587,2661705,805274,601486,338925,426373,358664,71102,25439,23697,6508,4237,47-47037-20221001,39,10
County,2022-10-09,47,TN,47037,Davidson County,142948,551196,2608992,788696,593406,331659,423242,347282,68216,23612,22217,6091,4571,47-47037-20221009,41,10
County,2022-10-10,47,TN,47037,Davidson County,139349,554795,2734667,843711,619268,346564,434110,365626,69973,24123,20884,5918,4490,47-47037-20221010,41,10
County,2022-10-11,47,TN,47037,Davidson County,141358,552786,2645852,792641,588102,330880,441357,368725,71200,23049,19920,5591,4387,47-47037-20221011,41,10
County,2022-10-12,47,TN,47037,Davidson County,141436,552708,2641946,795258,586628,333359,431309,369675,72366,24122,19667,5578,3984,47-47037-20221012,41,10
County,2022-10-13,47,TN,47037,Davidson County,143150,550994,2665276,815216,599375,334438,430459,359750,72247,23450,20442,5626,4273,47-47037-20221013,41,10
County,2022-10-14,47,TN,47037,Davidson County,138528,555616,2709529,829519,620276,341781,436230,351843,73664,25021,20725,5984,4486,47-47037-20221014,41,10
County,2022-10-15,47,TN,47037,Davidson County,142404,551740,2672998,834328,610242,333533,422119,342069,72248,25716,22112,6213,4418,47-47037-20221015,41,10
County,2022-10-16,47,TN,47037,Davidson County,137261,556883,2295352,643566,559702,310347,380671,287352,62575,23667,18843,5020,3609,47-47037-20221016,42,10
County,2022-10-17,47,TN,47037,Davidson County,128682,565462,2507539,782616,590849,318759,390053,315192,65571,20449,15144,5170,3736,47-47037-20221017,42,10
County,2022-10-18,47,TN,47037,Davidson County,135946,558198,2432487,673966,565645,316914,406868,352718,67393,23405,15734,5528,4316,47-47037-20221018,42,10
County,2022-10-19,47,TN,47037,Davidson County,135702,558442,2476019,714939,567929,312122,405560,354885,73855,22828,15070,4899,3932,47-47037-20221019,42,10
County,2022-10-20,47,TN,47037,Davidson County,135677,558467,2530039,774909,571625,312260,403488,351020,69846,23122,15007,5126,3636,47-47037-20221020,42,10
County,2022-10-21,47,TN,47037,Davidson County,133105,561039,2545178,732385,578179,323440,424436,365009,69086,23642,19646,5542,3813,47-47037-20221021,42,10
County,2022-10-22,47,TN,47037,Davidson County,135454,558690,2437674,691212,578776,322660,404958,316930,65991,26836,21219,5148,3944,47-47037-20221022,42,10
County,2022-10-23,47,TN,47037,Davidson County,134633,559511,2374104,672001,585415,320232,394330,288791,56971,24220,22586,5704,3854,47-47037-20221023,43,10
County,2022-10-24,47,TN,47037,Davidson County,136446,557698,2370410,665506,547818,300135,399007,337665,69834,21306,20330,5231,3578,47-47037-20221024,43,10
County,2022-10-25,47,TN,47037,Davidson County,136304,557840,2383398,688146,539193,295791,400148,343827,67380,21766,17595,5911,3641,47-47037-20221025,43,10
County,2022-10-26,47,TN,47037,Davidson County,134954,559190,2607400,803507,583253,318363,420209,363085,69787,24594,15488,5331,3783,47-47037-20221026,43,10
County,2022-10-27,47,TN,47037,Davidson County,136539,557605,2516683,729858,574749,306922,411628,369818,73573,25276,15861,5026,3972,47-47037-20221027,43,10
County,2022-10-28,47,TN,47037,Davidson County,133904,560240,2646063,822156,599594,318971,419178,361931,72749,23797,18433,5396,3858,47-47037-20221028,43,10
County,2022-10-29,47,TN,47037,Davidson County,135509,558635,2525495,761743,585550,311770,408965,329676,71888,27035,19440,5559,3869,47-47037-20221029,43,10
County,2022-10-30,47,TN,47037,Davidson County,139604,554540,2427730,776786,574080,308592,368001,284719,59984,25038,19868,6329,4333,47-47037-20221030,44,10
County,2022-10-31,47,TN,47037,Davidson County,137940,556204,2546005,792630,571566,304236,395043,357125,68910,25939,19730,6228,4598,47-47037-20221031,44,10
County,2022-11-01,47,TN,47037,Davidson County,139550,554594,2367116,678935,538574,290106,381991,356601,69173,23968,17942,6083,3743,47-47037-20221101,44,11
County,2022-11-02,47,TN,47037,Davidson County,139860,554284,2435090,701254,552684,300835,397653,355728,71249,24839,19394,6868,4586,47-47037-20221102,44,11
County,2022-11-03,47,TN,47037,Davidson County,138753,555391,2369419,663895,538586,296830,393862,356500,69519,21840,18014,5918,4455,47-47037-20221103,44,11
County,2022-11-04,47,TN,47037,Davidson County,132764,561380,2519424,767853,582574,302486,397124,337760,72162,24654,23232,6929,4650,47-47037-20221104,44,11
County,2022-11-05,47,TN,47037,Davidson County,134008,560136,2316460,650462,563825,300320,375738,298715,63711,25886,24883,7757,5163,47-47037-20221105,44,11
County,2022-10-02,47,TN,47037,Davidson County,143380,550764,2550463,728081,582608,332846,429556,353982,67585,24545,21659,5712,3889,47-47037-20221002,40,10
County,2022-10-03,47,TN,47037,Davidson County,142697,551447,2721202,827132,603881,340004,447650,378373,72036,23473,19589,5199,3865,47-47037-20221003,40,10
County,2022-10-04,47,TN,47037,Davidson County,143565,550579,2661354,767542,579938,340273,454565,391998,75274,24478,18315,5238,3733,47-47037-20221004,40,10
County,2022-10-05,47,TN,47037,Davidson County,145149,548995,2628506,752120,587948,338600,443845,380799,73344,23144,19623,5312,3771,47-47037-20221005,40,10
County,2022-10-06,47,TN,47037,Davidson County,142318,551826,2671168,796055,604931,336833,436532,372040,70769,24402,19981,5757,3868,47-47037-20221006,40,10
County,2022-10-07,47,TN,47037,Davidson County,142466,551678,2661155,824342,596963,326373,423263,363510,71197,24596,21243,5732,3936,47-47037-20221007,40,10
County,2022-10-08,47,TN,47037,Davidson County,141592,552552,2643640,812538,599952,332246,427448,348628,68750,23622,20739,5770,3947,47-47037-20221008,40,10
County,2022-11-13,47,TN,47037,Davidson County,136682,557462,2185652,622775,520597,280150,337472,283543,54201,23507,49194,8569,5644,47-47037-20221113,46,11
County,2022-11-14,47,TN,47037,Davidson County,138531,555613,2409125,669352,531673,298173,404915,370893,62360,25250,28367,9512,8630,47-47037-20221114,46,11
County,2022-11-15,47,TN,47037,Davidson County,146391,547753,2341745,620009,552158,293590,402669,367676,60821,21814,12871,5829,4308,47-47037-20221115,46,11
County,2022-11-16,47,TN,47037,Davidson County,134211,559933,2358033,619939,539255,295392,401822,368317,62912,22173,34447,7149,6627,47-47037-20221116,46,11
County,2022-11-17,47,TN,47037,Davidson County,142423,551721,2320553,602164,514539,281881,407543,380910,63518,24480,33385,6257,5876,47-47037-20221117,46,11
County,2022-11-18,47,TN,47037,Davidson County,138810,555334,2580826,671408,582592,311741,444719,429048,74259,29508,25040,6820,5691,47-47037-20221118,46,11
County,2022-11-19,47,TN,47037,Davidson County,144582,549562,2459493,639089,576438,307806,421999,380500,69096,27234,24775,6643,5913,47-47037-20221119,46,11
County,2022-11-06,47,TN,47037,Davidson County,131518,562626,2223728,647635,547491,302084,338717,264672,54158,22720,31729,8339,6183,47-47037-20221106,45,11
County,2022-11-07,47,TN,47037,Davidson County,137669,556475,2385522,688897,522455,283885,380860,355869,66168,26127,49900,6885,4476,47-47037-20221107,45,11
County,2022-11-08,47,TN,47037,Davidson County,142069,552075,2581145,777525,578442,307487,410314,379233,71484,22483,24441,5684,4052,47-47037-20221108,45,11
County,2022-11-09,47,TN,47037,Davidson County,136310,557834,2439281,685732,536956,293205,400345,367294,68716,23601,49274,8392,5766,47-47037-20221109,45,11
County,2022-11-10,47,TN,47037,Davidson County,135620,558524,2425392,681026,527401,285335,403202,363620,70845,25461,53507,9057,5938,47-47037-20221110,45,11
County,2022-11-11,47,TN,47037,Davidson County,133213,560931,2556695,726074,558602,304349,419109,383225,74700,27576,47353,9768,5939,47-47037-20221111,45,11
County,2022-11-12,47,TN,47037,Davidson County,137508,556636,2356127,651795,544417,291218,378579,335163,68318,26418,47659,7648,4912,47-47037-20221112,45,11
County,2022-11-27,47,TN,47037,Davidson County,142783,551361,2321127,604746,558445,303745,389690,315540,69317,28642,38637,7741,4624,47-47037-20221127,48,11
County,2022-11-28,47,TN,47037,Davidson County,142226,551918,2417426,650324,562107,307689,410402,350127,69062,24363,32818,6449,4085,47-47037-20221128,48,11
County,2022-11-29,47,TN,47037,Davidson County,139091,555053,2742404,781971,614480,343623,460045,415375,80468,22271,16720,4728,2723,47-47037-20221129,48,11
County,2022-11-30,47,TN,47037,Davidson County,138606,555538,2474228,680349,558091,308582,422998,374572,73507,22923,23731,5687,3788,47-47037-20221130,48,11
County,2022-12-01,47,TN,47037,Davidson County,130560,563584,2506728,683514,567168,324713,426698,367617,75281,19584,30813,7083,4257,47-47037-20221201,48,12
County,2022-12-02,47,TN,47037,Davidson County,134590,559554,2611645,688442,589176,326354,466462,393876,80670,23736,31512,7278,4139,47-47037-20221202,48,12
County,2022-12-03,47,TN,47037,Davidson County,138367,555777,2568227,676101,591847,329096,444441,383943,77868,26447,28182,6325,3977,47-47037-20221203,48,12
County,2022-12-04,47,TN,47037,Davidson County,144095,550049,2378810,657437,572318,310172,396025,313995,64139,22396,29038,8451,4839,47-47037-20221204,49,12
County,2022-12-05,47,TN,47037,Davidson County,139474,554670,2232529,552904,510799,290471,400415,350623,65483,18779,28690,9926,4439,47-47037-20221205,49,12
County,2022-12-06,47,TN,47037,Davidson County,128549,565595,2367945,705937,540711,295825,370871,315599,65087,14324,45365,10466,3760,47-47037-20221206,49,12
County,2022-12-07,47,TN,47037,Davidson County,134835,559309,2433984,678010,533610,298192,409193,362860,69732,20142,46223,11676,4346,47-47037-20221207,49,12
County,2022-12-08,47,TN,47037,Davidson County,136718,557426,2444236,641398,545670,299515,426914,376510,72145,21454,44306,10595,5729,47-47037-20221208,49,12
County,2022-12-09,47,TN,47037,Davidson County,136693,557451,2339843,595947,522590,292292,410310,354583,72449,21329,53687,10673,5983,47-47037-20221209,49,12
County,2022-12-10,47,TN,47037,Davidson County,132156,561988,2352989,648169,521890,295810,405589,326831,66124,19357,53297,10086,5836,47-47037-20221210,49,12
County,2022-12-11,47,TN,47037,Davidson County,141856,552288,2272670,596566,515645,290813,399251,331314,63894,22433,38880,8932,4942,47-47037-20221211,50,12
County,2022-12-12,47,TN,47037,Davidson County,141152,552992,2640931,716418,597724,325708,461744,396349,74711,20597,34538,7955,5187,47-47037-20221212,50,12
County,2022-12-13,47,TN,47037,Davidson County,136236,557908,2350856,597477,501250,284881,420416,390190,80561,22847,42846,6544,3844,47-47037-20221213,50,12
County,2022-12-14,47,TN,47037,Davidson County,139289,554855,2529256,680177,550143,306782,442206,388956,78687,21059,47604,8071,5571,47-47037-20221214,50,12
County,2022-12-15,47,TN,47037,Davidson County,134914,559230,2708507,734931,592297,314329,474037,422607,86021,24175,45315,9202,5593,47-47037-20221215,50,12
County,2022-12-16,47,TN,47037,Davidson County,134525,559619,2798579,766598,601585,334017,480767,432382,88974,32352,45646,10170,6088,47-47037-20221216,50,12
County,2022-12-17,47,TN,47037,Davidson County,137744,556400,2728751,757261,607720,327644,458681,400853,87089,35175,38641,9644,6043,47-47037-20221217,50,12
County,2022-12-18,47,TN,47037,Davidson County,139743,554401,2468383,643364,560808,312673,423461,370730,77527,30902,34341,9175,5402,47-47037-20221218,51,12
County,2022-12-19,47,TN,47037,Davidson County,137602,556542,2782597,747668,626202,347437,470166,436338,81382,30216,29559,8751,4878,47-47037-20221219,51,12
County,2022-12-20,47,TN,47037,Davidson County,134312,559832,2770469,745420,592853,336105,479978,446865,90883,35135,29319,9067,4844,47-47037-20221220,51,12
County,2022-12-21,47,TN,47037,Davidson County,135883,558261,2785600,751137,605247,336666,475442,446813,90100,34615,31728,9137,4715,47-47037-20221221,51,12
County,2022-12-22,47,TN,47037,Davidson County,134694,559450,2765108,766386,608255,341857,461791,421675,85046,36009,30165,8871,5053,47-47037-20221222,51,12
County,2022-12-23,47,TN,47037,Davidson County,144209,549935,2579325,716953,569284,313262,424703,385239,86091,40054,30097,8424,5218,47-47037-20221223,51,12
County,2022-12-24,47,TN,47037,Davidson County,147389,546755,2470176,657998,546288,303967,405150,379413,86985,42214,32621,9822,5718,47-47037-20221224,51,12
County,2022-12-25,47,TN,47037,Davidson County,148450,545694,2354381,621848,535062,303430,399623,330463,75196,37075,36393,9499,5792,47-47037-20221225,52,12
County,2022-12-26,47,TN,47037,Davidson County,143753,550391,2641099,732631,580573,323509,448677,399682,77035,33533,31483,8642,5334,47-47037-20221226,52,12
County,2022-12-27,47,TN,47037,Davidson County,144967,549177,2485445,676685,542787,296977,428908,391695,76153,32425,26462,8216,5137,47-47037-20221227,52,12
County,2022-12-28,47,TN,47037,Davidson County,138387,555757,2603461,735255,578296,316447,427916,389006,75113,35131,31416,9509,5372,47-47037-20221228,52,12
County,2022-12-29,47,TN,47037,Davidson County,146343,547801,2631814,772320,595178,313653,417067,374014,77461,34793,31744,9881,5703,47-47037-20221229,52,12
County,2022-12-30,47,TN,47037,Davidson County,150370,543774,2727251,826540,598917,311900,435594,382361,81191,40492,34503,9813,5940,47-47037-20221230,52,12
County,2022-12-31,47,TN,47037,Davidson County,154417,539727,2496052,726665,557135,302788,394248,349652,75136,40120,33525,10225,6558,47-47037-20221231,52,12
County,2022-11-20,47,TN,47037,Davidson County,144532,549612,2332771,628188,582167,300275,392870,315400,61459,24436,17947,5136,4893,47-47037-20221120,47,11
County,2022-11-21,47,TN,47037,Davidson County,136059,558085,2631889,714550,614864,331849,452576,396985,71073,20925,19873,4918,4276,47-47037-20221121,47,11
County,2022-11-22,47,TN,47037,Davidson County,133574,560570,2627835,734391,596237,321708,442544,397125,72793,23085,30813,5162,3977,47-47037-20221122,47,11
County,2022-11-23,47,TN,47037,Davidson County,132180,561964,2303346,610191,527094,289239,393454,339402,71444,22784,38965,6423,4350,47-47037-20221123,47,11
County,2022-11-24,47,TN,47037,Davidson County,141334,552810,2090554,549785,462874,257219,336679,313598,87365,32076,40481,6316,4161,47-47037-20221124,47,11
County,2022-11-25,47,TN,47037,Davidson County,136065,558079,2486371,680100,564729,314042,416890,355694,76768,26116,41766,5652,4614,47-47037-20221125,47,11
County,2022-11-26,47,TN,47037,Davidson County,136196,557948,2454396,669614,572574,305048,403931,345660,75882,29115,40999,6509,5064,47-47037-20221126,47,11
County,2023-01-08,47,TN,47037,Davidson County,153134,541010,2101337,602426,481897,268753,336193,271529,57782,26517,39877,10263,6100,47-47037-20230108,2,1
County,2023-01-09,47,TN,47037,Davidson County,131118,563026,2387321,695830,557103,306211,384201,321692,56133,20582,29719,8412,7438,47-47037-20230109,2,1
County,2023-01-10,47,TN,47037,Davidson County,147144,547000,2436534,704111,538761,299078,403783,357036,64081,22049,31753,9393,6489,47-47037-20230110,2,1
County,2023-01-11,47,TN,47037,Davidson County,145400,548744,2467317,704463,552472,306230,405392,357315,68192,23065,33013,9517,7658,47-47037-20230111,2,1
County,2023-01-12,47,TN,47037,Davidson County,147136,547008,2520602,783801,547058,295821,391943,358677,68330,23262,35112,9124,7474,47-47037-20230112,2,1
County,2023-01-13,47,TN,47037,Davidson County,146087,548057,2608648,772563,564775,308640,417278,388988,72337,28442,36717,10191,8717,47-47037-20230113,2,1
County,2023-01-14,47,TN,47037,Davidson County,146233,547911,2639851,828413,580766,303787,404528,361210,73738,28420,38623,10881,9485,47-47037-20230114,2,1
County,2023-01-15,47,TN,47037,Davidson County,150308,543836,2150101,666353,480791,257199,325658,278006,54689,24009,43169,11501,8726,47-47037-20230115,3,1
County,2023-01-16,47,TN,47037,Davidson County,141543,552601,2069256,659282,460241,249532,305868,265769,50365,18352,38067,13170,8610,47-47037-20230116,3,1
County,2023-01-17,47,TN,47037,Davidson County,143556,550588,2495341,770413,541456,284859,384397,366118,67702,24637,35395,12468,7896,47-47037-20230117,3,1
County,2023-01-18,47,TN,47037,Davidson County,143403,550741,2481139,747777,531817,285966,393344,377460,66566,23824,35122,12439,6824,47-47037-20230118,3,1
County,2023-01-19,47,TN,47037,Davidson County,145758,548386,2476702,732996,536508,283615,395035,377973,67286,24375,39059,12828,7027,47-47037-20230119,3,1
County,2023-01-20,47,TN,47037,Davidson County,141758,552386,2664539,807282,574307,305252,415412,398521,74621,26786,41658,13535,7165,47-47037-20230120,3,1
County,2023-01-21,47,TN,47037,Davidson County,145137,549007,2571087,767293,560283,292764,404041,378064,78494,28869,41018,13751,6510,47-47037-20230121,3,1
County,2023-01-01,47,TN,47037,Davidson County,152303,541841,2344611,658055,541499,290925,382336,314126,65680,39234,36156,10254,6346,47-47037-20230101,1,1
County,2023-01-02,47,TN,47037,Davidson County,149921,544223,2484367,719707,562475,300717,397866,355780,69278,31664,31149,9352,6379,47-47037-20230102,1,1
County,2023-01-03,47,TN,47037,Davidson County,149845,544299,2434515,675309,546340,292741,410495,366228,68739,26540,31952,9559,6612,47-47037-20230103,1,1
County,2023-01-04,47,TN,47037,Davidson County,142000,552144,2499595,717864,545768,294722,402048,366793,72194,27109,55721,10555,6821,47-47037-20230104,1,1
County,2023-01-05,47,TN,47037,Davidson County,144108,550036,2467262,715278,537405,283868,385799,366675,72588,28038,59416,10745,7450,47-47037-20230105,1,1
County,2023-01-06,47,TN,47037,Davidson County,146956,547188,2358639,673783,522527,272532,375826,347258,71958,27503,50779,9869,6604,47-47037-20230106,1,1
County,2023-01-07,47,TN,47037,Davidson County,141841,552303,2412867,727490,548245,298839,386224,300956,70140,26944,39058,9233,5738,47-47037-20230107,1,1
County,2023-01-29,47,TN,47037,Davidson County,138175,555969,2448747,724685,530372,290960,392966,359912,73810,28588,30031,12359,5064,47-47037-20230129,5,1
County,2023-01-30,47,TN,47037,Davidson County,144228,549916,2752222,854053,613838,321025,431309,399412,70483,23891,23472,9860,4879,47-47037-20230130,5,1
County,2023-01-31,47,TN,47037,Davidson County,148389,545755,2781958,905962,610176,313757,424988,394402,73254,21995,23125,9693,4606,47-47037-20230131,5,1
County,2023-02-01,47,TN,47037,Davidson County,145240,548904,2818837,907649,612543,319812,442146,398970,73784,23796,25026,10313,4798,47-47037-20230201,5,2
County,2023-02-02,47,TN,47037,Davidson County,144720,549424,2806485,884117,610358,317877,445364,406964,76119,24729,25323,10433,5201,47-47037-20230202,5,2
County,2023-02-03,47,TN,47037,Davidson County,137590,556554,2862861,861782,626317,329136,464726,424519,78707,27032,32296,12908,5438,47-47037-20230203,5,2
County,2023-02-04,47,TN,47037,Davidson County,143624,550520,2689484,844761,597571,313208,400298,383686,73558,27717,30834,12591,5260,47-47037-20230204,5,2
County,2023-02-05,47,TN,47037,Davidson County,140921,553223,2783236,886658,634654,330014,431406,364308,74150,25660,22765,9287,4334,47-47037-20230205,6,2
County,2023-02-06,47,TN,47037,Davidson County,135973,558171,2859655,897979,630807,332065,452416,407196,76355,22756,24064,11411,4606,47-47037-20230206,6,2
County,2023-02-07,47,TN,47037,Davidson County,133834,560310,2838823,899788,615095,326425,453649,418314,71087,21401,19142,9909,4013,47-47037-20230207,6,2
County,2023-02-08,47,TN,47037,Davidson County,117564,576580,2541132,774702,542805,285683,410305,386783,69109,19674,29046,17819,5206,47-47037-20230208,6,2
County,2023-02-09,47,TN,47037,Davidson County,123512,570632,2574930,738359,577057,286263,419609,403039,74374,23616,29568,17138,5907,47-47037-20230209,6,2
County,2023-02-10,47,TN,47037,Davidson County,126352,567792,2722780,813213,596509,311452,437808,411739,79146,27502,29163,11019,5229,47-47037-20230210,6,2
County,2023-02-11,47,TN,47037,Davidson County,143710,550434,3080748,971753,694576,340370,473402,438740,87634,31990,27653,9856,4774,47-47037-20230211,6,2
County,2023-01-22,47,TN,47037,Davidson County,143857,550287,2531731,744756,551931,301668,398556,379468,67792,27434,42755,11241,6130,47-47037-20230122,4,1
County,2023-01-23,47,TN,47037,Davidson County,147192,546952,2698380,841884,582198,307692,427395,405442,70530,24798,24695,8746,5000,47-47037-20230123,4,1
County,2023-01-24,47,TN,47037,Davidson County,140196,553948,2788469,862722,591383,315414,446756,424730,76099,27370,27458,10346,6191,47-47037-20230124,4,1
County,2023-01-25,47,TN,47037,Davidson County,142301,551843,2543060,754714,535560,290682,420137,398144,75358,27467,25412,10299,5287,47-47037-20230125,4,1
County,2023-01-26,47,TN,47037,Davidson County,126442,567702,2587867,739697,567648,301779,429877,399083,76581,28289,28045,11258,5610,47-47037-20230126,4,1
County,2023-01-27,47,TN,47037,Davidson County,143535,550609,2554259,764539,550677,298240,413271,382326,73029,29129,27382,10392,5274,47-47037-20230127,4,1
County,2023-01-28,47,TN,47037,Davidson County,126795,567349,2475594,744523,525704,287000,382256,374572,69572,28836,39389,16634,7108,47-47037-20230128,4,1
County,2023-02-19,47,TN,47037,Davidson County,145742,548402,2509031,753883,576860,304072,397336,336937,70421,25217,29532,9359,5414,47-47037-20230219,8,2
County,2023-02-20,47,TN,47037,Davidson County,140578,553566,2917954,914297,639554,344783,471037,413594,76113,24626,21521,7432,4997,47-47037-20230220,8,2
County,2023-02-21,47,TN,47037,Davidson County,131928,562216,2965998,903797,662280,357439,484207,425308,75965,22257,22001,7900,4844,47-47037-20230221,8,2
County,2023-02-22,47,TN,47037,Davidson County,130299,563845,3207105,998959,705850,376820,509654,470069,83063,26526,23809,7352,5003,47-47037-20230222,8,2
County,2023-02-23,47,TN,47037,Davidson County,130180,563964,3275247,1028228,717462,388640,515691,469328,88448,28688,26375,6901,5486,47-47037-20230223,8,2
